Ride ID,Date & Time,City,Vehicle Type,Driver ID,Customer ID,Distance (km),Duration (min),Fare (INR),Payment Method,Ride Status,Revenue (INR),Driver Education Qualification,Customer Rating,Fare per KM (auto QC)
RX001417,28-Feb-2022 21:53,Mumbai,Auto,D0141,C03392,3.6,9,67.80,UPI,Completed,55.32,Diploma,4.5,18.83
RX001418,01-Mar-2022 07:43,Kolkata,SUV Premier,D0208,C03032,2.3,8,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX001419,01-Mar-2022 08:32,Delhi,Bike,D0162,C04543,5.9,12,65.22,Card,Completed,51.61,Graduate,3.5,11.05
RX001420,01-Mar-2022 09:06,Hyderabad,Auto,D0280,C05560,4.4,10,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX001421,01-Mar-2022 12:47,Delhi,Mini,D0120,C03460,5.5,11,122.00,Wallet,Completed,96.67,Diploma,5.0,22.18
RX001422,01-Mar-2022 13:45,Mumbai,Bike,D0337,C00403,3.9,8,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001423,01-Mar-2022 14:10,Kolkata,SUV Premier,D0390,C00176,4.3,12,212.00,Cash,Completed,169.03,Graduate,4.5,49.30
RX001424,01-Mar-2022 17:50,Bangalore,Mini,D0364,C00310,3.1,7,0.00,Cash,No Show,0.00,High School,,0.00
RX001425,02-Mar-2022 07:36,Mumbai,Mini,D0107,C00440,11.5,23,206.00,Cash,Completed,163.57,Diploma,4.5,17.91
RX001426,02-Mar-2022 07:41,Hyderabad,Auto,D0060,C03518,8.8,22,122.40,UPI,Completed,97.07,High School,4.0,13.91
RX001427,02-Mar-2022 08:20,Delhi,Sedan,D0326,C05697,7.9,20,336.93,UPI,Completed,273.65,Graduate,3.5,42.65
RX001428,02-Mar-2022 14:48,Pune,SUV Premier,D0113,C02947,1.6,4,134.00,Card,Completed,104.65,Diploma,4.5,83.75
RX001429,02-Mar-2022 15:01,Pune,Sedan,D0213,C01563,3.1,7,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001430,02-Mar-2022 18:51,Pune,Bike,D0030,C01359,4.3,9,57.97,UPI,Completed,46.99,Graduate,5.0,13.48
RX001431,02-Mar-2022 21:33,Chennai,Mini,D0041,C02024,5.6,12,124.60,Wallet,Completed,101.59,Diploma,4.5,22.25
RX001432,02-Mar-2022 23:33,Delhi,SUV Premier,D0206,C04585,3.5,9,187.00,Card,Completed,153.08,High School,4.0,53.43
RX001433,03-Mar-2022 04:25,Hyderabad,Mini,D0230,C05383,5.7,13,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001434,03-Mar-2022 05:27,Delhi,Mini,D0093,C05215,5.6,11,123.10,UPI,Completed,96.33,Diploma,5.0,21.98
RX001435,03-Mar-2022 07:51,Pune,Bike,D0285,C05855,2.5,5,0.00,UPI,No Show,0.00,Diploma,,0.00
RX001436,03-Mar-2022 08:37,Mumbai,Auto,D0354,C00248,4,10,87.93,UPI,Completed,68.71,Diploma,4.0,21.98
RX001437,03-Mar-2022 09:30,Kolkata,Mini,D0349,C05961,3.9,14,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001438,03-Mar-2022 09:39,Hyderabad,Auto,D0276,C01258,10.1,23,171.24,Cash,Completed,137.58,Diploma,4.0,16.95
RX001439,03-Mar-2022 11:40,Pune,SUV Premier,D0060,C03359,7.6,16,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX001440,03-Mar-2022 17:10,Delhi,Mini,D0155,C05394,3.9,9,101.40,Cash,Completed,81.22,High School,5.0,26.00
RX001441,03-Mar-2022 17:50,Mumbai,Bike,D0117,C05216,1.6,3,29.50,UPI,Completed,23.86,Graduate,4.0,18.44
RX001442,03-Mar-2022 19:26,Hyderabad,Auto,D0187,C00599,3.4,10,93.63,UPI,Completed,73.88,Diploma,4.0,27.54
RX001443,03-Mar-2022 20:11,Chennai,Auto,D0010,C04704,7.7,17,146.95,Wallet,Completed,120.30,Diploma,4.0,19.08
RX001444,03-Mar-2022 21:31,Pune,Mini,D0096,C00451,7.1,14,144.10,Cash,Completed,113.36,Diploma,4.0,20.30
RX001445,04-Mar-2022 00:06,Pune,Bike,D0299,C03094,3.1,6,38.50,Cash,Completed,31.19,Graduate,4.5,12.42
RX001446,04-Mar-2022 04:57,Ahmedabad,SUV Premier,D0134,C03414,2.9,6,166.00,UPI,Completed,132.49,Diploma,4.0,57.24
RX001447,04-Mar-2022 11:05,Hyderabad,SUV Premier,D0310,C01242,2.1,4,144.00,UPI,Completed,116.74,High School,4.5,68.57
RX001448,04-Mar-2022 11:07,Delhi,Sedan,D0201,C05629,2.3,5,102.20,Cash,Completed,83.07,Graduate,4.5,44.43
RX001449,04-Mar-2022 13:45,Pune,Auto,D0065,C00450,7.9,17,110.20,UPI,Completed,88.11,Diploma,3.5,13.95
RX001450,04-Mar-2022 16:18,Delhi,SUV Premier,D0229,C03133,3.6,9,189.00,UPI,Completed,148.18,Diploma,4.5,52.50
RX001451,04-Mar-2022 17:00,Hyderabad,Auto,D0118,C00154,7.3,16,104.40,UPI,Completed,84.03,Graduate,4.5,14.30
RX001452,05-Mar-2022 08:14,Bangalore,Mini,D0264,C05478,3.9,9,157.17,Wallet,Completed,122.85,High School,3.5,40.30
RX001453,05-Mar-2022 09:52,Mumbai,Auto,D0169,C00443,6.3,17,142.43,UPI,Completed,114.57,Diploma,5.0,22.61
RX001454,05-Mar-2022 10:41,Hyderabad,Bike,D0092,C01084,8.3,15,69.00,Cash,Completed,55.50,Graduate,5.0,8.31
RX001455,05-Mar-2022 13:31,Mumbai,Sedan,D0095,C04569,4.4,8,137.60,UPI,Completed,109.19,Diploma,3.5,31.27
RX001456,05-Mar-2022 14:20,Pune,Bike,D0181,C00730,6.3,14,58.50,Cash,Completed,47.74,Graduate,4.5,9.29
RX001457,05-Mar-2022 16:58,Mumbai,Auto,D0333,C00355,2.1,6,52.80,Cash,Completed,42.82,Graduate,3.5,25.14
RX001458,05-Mar-2022 17:07,Bangalore,Sedan,D0338,C01483,4.3,8,136.20,Wallet,Completed,106.44,Graduate,5.0,31.67
RX001459,06-Mar-2022 12:07,Ahmedabad,Bike,D0130,C03979,7.7,16,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX001460,06-Mar-2022 13:26,Hyderabad,Auto,D0361,C03012,4.4,9,74.20,Cash,Completed,59.78,Post Graduate,5.0,16.86
RX001461,06-Mar-2022 14:42,Delhi,Auto,D0392,C04388,1.9,5,50.20,UPI,Completed,39.93,High School,4.5,26.42
RX001462,06-Mar-2022 15:47,Pune,Mini,D0165,C02868,2.8,6,84.80,Cash,Completed,66.62,Diploma,4.5,30.29
RX001463,06-Mar-2022 17:07,Bangalore,Sedan,D0005,C02011,3.5,7,123.00,UPI,Completed,96.70,High School,4.5,35.14
RX001464,06-Mar-2022 18:23,Mumbai,SUV Premier,D0093,C04735,3.6,8,216.27,Wallet,Completed,174.60,Diploma,4.5,60.08
RX001465,06-Mar-2022 19:35,Bangalore,Auto,D0091,C02921,2.7,8,85.75,UPI,Completed,69.10,High School,5.0,31.76
RX001466,06-Mar-2022 23:22,Mumbai,Auto,D0205,C03593,7,19,105.00,UPI,Completed,81.97,High School,4.5,15.00
RX001467,07-Mar-2022 03:52,Delhi,Mini,D0256,C04912,3.8,8,98.80,UPI,Completed,77.89,Graduate,4.0,26.00
RX001468,07-Mar-2022 06:01,Chennai,SUV Premier,D0320,C03019,6.4,13,257.00,UPI,Completed,202.80,Post Graduate,4.5,40.16
RX001469,07-Mar-2022 09:21,Pune,Auto,D0292,C04974,3.8,10,106.33,Cash,Completed,84.88,High School,5.0,27.98
RX001470,07-Mar-2022 10:21,Pune,Sedan,D0306,C03071,4.8,10,147.20,UPI,Completed,118.22,Diploma,4.0,30.67
RX001471,07-Mar-2022 10:22,Hyderabad,Auto,D0059,C01436,4.6,12,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001472,07-Mar-2022 13:16,Delhi,Mini,D0315,C04664,8.1,20,164.10,UPI,Completed,129.82,Diploma,4.5,20.26
RX001473,07-Mar-2022 16:13,Mumbai,Mini,D0185,C05549,6.2,17,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX001474,07-Mar-2022 18:14,Delhi,Bike,D0277,C04111,3.9,8,56.89,UPI,Completed,46.58,Diploma,4.0,14.59
RX001475,07-Mar-2022 18:40,Delhi,SUV Premier,D0388,C05902,5,12,323.18,UPI,Completed,252.91,Post Graduate,4.5,64.64
RX001476,07-Mar-2022 20:34,Pune,Bike,D0057,C04654,8.8,14,93.83,UPI,Completed,76.19,Diploma,4.0,10.66
RX001477,07-Mar-2022 21:01,Ahmedabad,Mini,D0131,C01738,3.2,9,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001478,07-Mar-2022 22:33,Delhi,Auto,D0170,C01028,4.7,14,81.60,Card,Completed,63.69,Post Graduate,5.0,17.36
RX001479,08-Mar-2022 13:08,Bangalore,Auto,D0310,C05307,6.7,15,98.60,UPI,Completed,77.55,High School,3.5,14.72
RX001480,08-Mar-2022 15:25,Mumbai,Bike,D0155,C03640,5.2,11,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX001481,08-Mar-2022 17:41,Mumbai,SUV Premier,D0082,C00822,2.6,6,160.00,UPI,Completed,130.28,Diploma,5.0,61.54
RX001482,09-Mar-2022 05:38,Delhi,Mini,D0075,C04181,12.3,35,232.80,Wallet,Completed,189.85,High School,5.0,18.93
RX001483,09-Mar-2022 06:58,Hyderabad,Bike,D0291,C02164,4.1,8,44.50,UPI,Completed,36.09,Graduate,4.5,10.85
RX001484,09-Mar-2022 08:14,Ahmedabad,Auto,D0038,C00926,2.2,6,76.16,Wallet,Completed,61.12,Diploma,4.5,34.62
RX001485,09-Mar-2022 10:04,Hyderabad,Mini,D0040,C03084,3.9,11,104.40,Card,Completed,82.52,Graduate,4.5,26.77
RX001486,09-Mar-2022 13:20,Delhi,Mini,D0086,C03724,10.6,29,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX001487,09-Mar-2022 16:54,Chennai,Bike,D0237,C01033,3.4,6,40.00,Cash,Completed,31.75,Diploma,4.0,11.76
RX001488,09-Mar-2022 18:07,Bangalore,Sedan,D0326,C03829,4.2,10,206.87,Card,Completed,165.17,Graduate,5.0,49.25
RX001489,09-Mar-2022 19:54,Mumbai,Auto,D0045,C00650,7.4,18,120.46,UPI,Completed,98.19,Graduate,4.5,16.28
RX001490,09-Mar-2022 20:11,Kolkata,Bike,D0371,C05546,2.7,6,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX001491,09-Mar-2022 22:58,Hyderabad,Mini,D0335,C00510,5.8,15,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001492,10-Mar-2022 08:34,Bangalore,SUV Premier,D0377,C04755,2.8,6,250.35,UPI,Completed,200.80,Post Graduate,4.0,89.41
RX001493,10-Mar-2022 08:39,Delhi,Auto,D0258,C05119,3.5,8,94.91,UPI,Completed,75.13,High School,3.0,27.12
RX001494,10-Mar-2022 09:18,Chennai,Bike,D0220,C05289,6.3,14,79.01,UPI,Completed,63.69,Diploma,5.0,12.54
RX001495,10-Mar-2022 10:43,Kolkata,Auto,D0213,C00066,13.4,47,184.20,Wallet,Completed,148.07,High School,4.5,13.75
RX001496,10-Mar-2022 10:45,Kolkata,SUV Premier,D0196,C03237,7.8,21,309.00,UPI,Completed,242.26,High School,4.0,39.62
RX001497,10-Mar-2022 16:09,Hyderabad,Mini,D0243,C00023,2.7,5,82.20,UPI,Completed,67.07,High School,4.0,30.44
RX001498,10-Mar-2022 17:17,Pune,Sedan,D0105,C04390,3.1,7,117.40,Cash,Completed,94.36,Graduate,4.0,37.87
RX001499,10-Mar-2022 18:00,Bangalore,Mini,D0213,C00632,6.4,17,220.72,Card,Completed,180.26,High School,5.0,34.49
RX001500,10-Mar-2022 18:32,Bangalore,Sedan,D0031,C01221,8.6,18,284.04,Wallet,Completed,226.83,Graduate,4.5,33.03
RX001501,10-Mar-2022 19:36,Bangalore,Sedan,D0310,C01261,6.2,16,249.09,UPI,Completed,196.16,High School,4.0,40.18
RX001502,11-Mar-2022 04:09,Delhi,Sedan,D0048,C05233,3.7,9,129.80,Card,Completed,102.82,High School,4.5,35.08
RX001503,11-Mar-2022 07:27,Delhi,Auto,D0054,C01732,2.5,7,25.00,Card,No Show,25.00,Graduate,,10.00
RX001504,11-Mar-2022 08:21,Mumbai,Sedan,D0304,C00949,2.8,6,152.43,UPI,Completed,119.30,Diploma,4.5,54.44
RX001505,11-Mar-2022 09:24,Mumbai,Auto,D0044,C05771,3.8,9,85.21,UPI,Completed,67.12,Diploma,4.0,22.42
RX001506,11-Mar-2022 12:45,Hyderabad,Mini,D0075,C05003,5.9,16,133.90,Cash,Completed,109.50,High School,4.5,22.69
RX001507,11-Mar-2022 13:51,Bangalore,SUV Premier,D0089,C05667,2.6,7,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX001508,11-Mar-2022 16:57,Bangalore,SUV Premier,D0359,C05919,3.8,7,187.00,UPI,Completed,149.37,Diploma,4.0,49.21
RX001509,11-Mar-2022 18:19,Mumbai,Auto,D0096,C01870,4.1,13,108.82,UPI,Completed,88.53,Diploma,3.0,26.54
RX001510,11-Mar-2022 18:31,Kolkata,Sedan,D0061,C00911,3.2,10,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX001511,11-Mar-2022 20:02,Delhi,Mini,D0071,C00826,6.5,18,218.70,UPI,Completed,175.53,High School,4.5,33.65
RX001512,12-Mar-2022 11:46,Bangalore,Bike,D0280,C05829,2.6,6,36.00,Card,Completed,28.36,Graduate,4.5,13.85
RX001513,12-Mar-2022 12:03,Mumbai,Mini,D0220,C00080,4.8,13,117.30,Cash,Completed,94.97,Diploma,5.0,24.44
RX001514,12-Mar-2022 14:37,Kolkata,Auto,D0033,C03668,5.9,17,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001515,12-Mar-2022 17:18,Mumbai,Auto,D0341,C05618,7.7,23,114.60,UPI,Completed,93.17,High School,4.5,14.88
RX001516,12-Mar-2022 17:34,Pune,SUV Premier,D0359,C00146,3.6,8,186.00,Card,Completed,149.56,Diploma,4.0,51.67
RX001517,12-Mar-2022 18:41,Mumbai,Auto,D0352,C02085,3.8,11,110.20,UPI,Completed,86.05,High School,4.5,29.00
RX001518,12-Mar-2022 20:28,Mumbai,Mini,D0335,C04178,7.6,19,250.65,Card,Completed,201.71,High School,4.5,32.98
RX001519,13-Mar-2022 05:46,Delhi,Bike,D0276,C03828,9.1,17,74.00,UPI,Completed,58.96,Diploma,4.5,8.13
RX001520,13-Mar-2022 08:37,Delhi,Bike,D0087,C03209,5.3,11,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX001521,13-Mar-2022 08:49,Mumbai,Auto,D0079,C01897,2.1,6,72.34,Card,Completed,56.63,Diploma,5.0,34.45
RX001522,13-Mar-2022 12:58,Bangalore,Auto,D0339,C01218,6.7,19,102.60,Card,Completed,83.07,High School,4.0,15.31
RX001523,13-Mar-2022 13:52,Ahmedabad,Auto,D0190,C05313,9.2,22,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001524,13-Mar-2022 14:37,Hyderabad,Bike,D0058,C02814,4.4,8,46.00,UPI,Completed,37.30,Diploma,4.0,10.45
RX001525,13-Mar-2022 15:11,Hyderabad,Auto,D0251,C03724,8.4,26,123.20,Cash,Completed,99.28,Graduate,3.0,14.67
RX001526,13-Mar-2022 18:15,Hyderabad,Auto,D0240,C05675,3.8,10,0.00,UPI,No Show,0.00,High School,,0.00
RX001527,13-Mar-2022 21:06,Delhi,Sedan,D0197,C01732,12.6,28,292.40,UPI,Completed,232.82,Diploma,4.5,23.21
RX001528,14-Mar-2022 07:41,Pune,SUV Premier,D0084,C05291,8,19,307.00,UPI,Completed,242.60,High School,4.5,38.38
RX001529,14-Mar-2022 08:25,Kolkata,Bike,D0021,C00438,2.5,6,39.53,Cash,Completed,31.07,Graduate,3.5,15.81
RX001530,14-Mar-2022 08:55,Delhi,Mini,D0002,C02182,6.4,15,180.96,UPI,Completed,145.81,Diploma,4.5,28.28
RX001531,14-Mar-2022 09:10,Ahmedabad,SUV Premier,D0062,C00959,2.8,5,212.58,Cash,Completed,174.15,Diploma,4.5,75.92
RX001532,14-Mar-2022 09:59,Delhi,Mini,D0316,C02656,5.8,16,149.87,UPI,Completed,120.16,Diploma,3.5,25.84
RX001533,14-Mar-2022 11:07,Ahmedabad,Bike,D0175,C04347,7.9,18,68.50,Card,Completed,55.81,High School,4.5,8.67
RX001534,14-Mar-2022 14:48,Mumbai,Auto,D0299,C05867,3.8,9,69.40,Cash,Completed,55.21,Graduate,4.5,18.26
RX001535,14-Mar-2022 14:54,Delhi,Mini,D0326,C01294,3.3,8,93.30,UPI,Completed,75.92,Graduate,3.5,28.27
RX001536,14-Mar-2022 16:34,Kolkata,Sedan,D0244,C04905,4.1,14,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX001537,14-Mar-2022 17:38,Bangalore,Auto,D0311,C05157,7.4,17,106.20,Cash,Completed,86.45,Diploma,4.5,14.35
RX001538,14-Mar-2022 20:42,Ahmedabad,SUV Premier,D0385,C05166,3.8,9,222.04,UPI,Completed,176.96,Diploma,4.5,58.43
RX001539,15-Mar-2022 00:22,Delhi,Bike,D0396,C00866,7.2,13,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001540,15-Mar-2022 08:38,Kolkata,Bike,D0135,C03022,2.8,7,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001541,15-Mar-2022 08:52,Ahmedabad,Mini,D0277,C04781,4.8,10,145.23,UPI,Completed,114.16,Diploma,3.5,30.26
RX001542,15-Mar-2022 08:56,Hyderabad,Auto,D0077,C00190,5.7,18,109.89,Card,Completed,87.00,High School,4.5,19.28
RX001543,15-Mar-2022 09:07,Bangalore,Auto,D0131,C05893,7.7,19,169.57,Card,Completed,132.35,High School,4.0,22.02
RX001544,15-Mar-2022 11:55,Hyderabad,Mini,D0220,C05843,4.8,10,112.80,Card,Completed,88.12,Diploma,4.5,23.50
RX001545,15-Mar-2022 16:01,Pune,Bike,D0053,C01880,10.9,25,87.00,Cash,Completed,70.55,Graduate,3.5,7.98
RX001546,15-Mar-2022 18:13,Mumbai,Auto,D0394,C00676,6.4,15,153.80,Card,Completed,123.69,Graduate,5.0,24.03
RX001547,16-Mar-2022 07:12,Bangalore,Auto,D0166,C05320,3.3,9,25.00,UPI,No Show,25.00,Diploma,,7.58
RX001548,16-Mar-2022 07:45,Chennai,Auto,D0042,C00065,3.1,10,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX001549,16-Mar-2022 19:18,Delhi,Auto,D0240,C03776,5.5,14,132.80,UPI,Completed,104.07,High School,4.5,24.15
RX001550,16-Mar-2022 20:23,Mumbai,Sedan,D0374,C04224,13.1,35,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001551,17-Mar-2022 08:42,Chennai,Auto,D0204,C01539,4.1,12,102.14,Card,Completed,81.70,High School,3.5,24.91
RX001552,17-Mar-2022 12:52,Bangalore,Bike,D0400,C04738,11.1,26,88.50,Card,Completed,69.50,Diploma,4.0,7.97
RX001553,17-Mar-2022 15:39,Hyderabad,Bike,D0288,C00603,10.2,22,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX001554,17-Mar-2022 17:05,Bangalore,Auto,D0390,C03862,2.8,7,59.40,Card,Completed,47.73,Graduate,3.5,21.21
RX001555,17-Mar-2022 17:38,Chennai,Sedan,D0211,C03662,5,10,150.00,Wallet,Completed,121.63,Graduate,3.5,30.00
RX001556,17-Mar-2022 20:25,Pune,Mini,D0274,C04905,4.9,14,150.70,UPI,Completed,119.75,Diploma,4.5,30.76
RX001557,17-Mar-2022 20:41,Mumbai,Bike,D0353,C00773,5.5,12,80.04,UPI,Completed,63.67,Diploma,4.5,14.55
RX001558,18-Mar-2022 07:31,Pune,Bike,D0353,C04469,10.3,20,81.50,UPI,Completed,65.76,Diploma,4.0,7.91
RX001559,18-Mar-2022 08:31,Chennai,Sedan,D0187,C01703,7.3,16,310.70,UPI,Completed,246.13,Diploma,5.0,42.56
RX001560,18-Mar-2022 10:55,Mumbai,Mini,D0353,C05243,4.9,11,115.40,Card,Completed,94.39,Diploma,4.5,23.55
RX001561,18-Mar-2022 13:08,Delhi,Sedan,D0350,C02307,0.9,3,78.60,Card,Completed,63.57,High School,5.0,87.33
RX001562,18-Mar-2022 16:44,Pune,Sedan,D0096,C03621,3.1,6,115.40,UPI,Completed,91.55,Diploma,3.5,37.23
RX001563,18-Mar-2022 17:14,Pune,Bike,D0287,C02065,2.8,6,37.00,Card,Completed,29.80,High School,4.0,13.21
RX001564,18-Mar-2022 19:39,Bangalore,Auto,D0046,C04898,2.8,7,86.55,Card,Completed,68.59,Graduate,4.5,30.91
RX001565,18-Mar-2022 20:05,Bangalore,Auto,D0332,C01993,6.4,19,123.04,UPI,Completed,96.31,High School,4.0,19.23
RX001566,18-Mar-2022 21:38,Mumbai,Auto,D0168,C04898,2.3,6,54.40,Wallet,Completed,44.26,Graduate,5.0,23.65
RX001567,18-Mar-2022 22:31,Hyderabad,Bike,D0072,C01706,3.2,6,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX001568,19-Mar-2022 06:52,Mumbai,Auto,D0056,C04043,7.9,17,110.20,UPI,Completed,86.12,Graduate,4.0,13.95
RX001569,19-Mar-2022 07:47,Bangalore,Mini,D0031,C02256,5.6,13,126.10,UPI,Completed,99.54,Graduate,4.0,22.52
RX001570,19-Mar-2022 08:54,Hyderabad,Auto,D0206,C01903,8.6,24,136.20,UPI,Completed,108.87,High School,4.0,15.84
RX001571,19-Mar-2022 10:03,Mumbai,Sedan,D0176,C01196,5.5,11,159.00,UPI,Completed,125.91,High School,5.0,28.91
RX001572,19-Mar-2022 10:04,Chennai,Auto,D0157,C03989,5,15,85.00,UPI,Completed,67.35,High School,3.5,17.00
RX001573,19-Mar-2022 13:42,Pune,Mini,D0162,C02647,3.3,9,94.80,Wallet,Completed,77.06,Graduate,4.0,28.73
RX001574,19-Mar-2022 17:03,Bangalore,Auto,D0336,C00666,3.8,9,69.40,UPI,Completed,54.88,Diploma,4.5,18.26
RX001575,19-Mar-2022 17:37,Mumbai,Bike,D0085,C03178,6.9,14,61.50,Wallet,Completed,49.92,High School,4.0,8.91
RX001576,19-Mar-2022 19:02,Kolkata,Bike,D0155,C05466,3.1,10,25.00,UPI,No Show,25.00,High School,,8.06
RX001577,19-Mar-2022 20:54,Ahmedabad,Sedan,D0241,C04628,12.2,32,366.26,Cash,Completed,298.43,Graduate,4.0,30.02
RX001578,19-Mar-2022 20:54,Hyderabad,Mini,D0324,C01037,3.1,7,100.96,UPI,Completed,80.71,Diploma,4.5,32.57
RX001579,20-Mar-2022 07:48,Delhi,Auto,D0096,C04992,3.1,8,62.80,Wallet,Completed,49.54,Diploma,3.0,20.26
RX001580,20-Mar-2022 09:25,Bangalore,Auto,D0197,C01762,6.2,18,128.37,Wallet,Completed,103.69,Diploma,4.0,20.70
RX001581,20-Mar-2022 11:38,Hyderabad,Mini,D0235,C03443,5,12,118.00,Card,Completed,93.49,Post Graduate,4.5,23.60
RX001582,20-Mar-2022 16:11,Delhi,SUV Premier,D0247,C03759,15.2,29,481.00,Card,Completed,393.02,Diploma,5.0,31.64
RX001583,20-Mar-2022 16:14,Hyderabad,Bike,D0027,C04982,5,9,49.50,UPI,Completed,40.38,Diploma,4.0,9.90
RX001584,20-Mar-2022 17:37,Bangalore,Auto,D0280,C02682,3.6,10,25.00,Card,No Show,25.00,Graduate,,6.94
RX001585,20-Mar-2022 17:46,Delhi,Bike,D0038,C01036,4.8,11,49.50,UPI,Completed,39.75,Diploma,3.5,10.31
RX001586,20-Mar-2022 17:56,Bangalore,Sedan,D0007,C04860,6,11,322.10,Card,Completed,255.00,Graduate,4.5,53.68
RX001587,20-Mar-2022 18:17,Hyderabad,Mini,D0129,C05402,8.5,19,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX001588,20-Mar-2022 18:19,Kolkata,Auto,D0142,C02781,8.9,29,183.90,UPI,Completed,143.62,Diploma,4.0,20.66
RX001589,20-Mar-2022 20:02,Chennai,Auto,D0322,C04458,4.9,15,103.04,Cash,Completed,81.08,Diploma,4.5,21.03
RX001590,20-Mar-2022 21:23,Chennai,Sedan,D0287,C01746,5.3,11,156.20,Card,Completed,127.63,High School,4.0,29.47
RX001591,21-Mar-2022 08:10,Mumbai,Mini,D0147,C04010,2.1,6,106.18,Cash,Completed,85.90,Diploma,5.0,50.56
RX001592,21-Mar-2022 08:50,Chennai,Sedan,D0260,C03821,4.1,9,158.19,UPI,Completed,128.82,Diploma,4.5,38.58
RX001593,21-Mar-2022 13:49,Pune,Auto,D0014,C05427,2.8,7,59.40,Card,Completed,47.88,Graduate,4.0,21.21
RX001594,21-Mar-2022 19:14,Chennai,Bike,D0005,C05659,3,5,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX001595,21-Mar-2022 19:46,Pune,Auto,D0112,C01294,7.7,22,181.07,Card,Completed,145.81,High School,4.0,23.52
RX001596,21-Mar-2022 19:51,Kolkata,SUV Premier,D0325,C00721,7.1,20,341.38,UPI,Completed,278.96,Graduate,4.0,48.08
RX001597,21-Mar-2022 19:59,Kolkata,Mini,D0055,C04833,13.2,41,309.23,UPI,Completed,245.08,Graduate,3.5,23.43
RX001598,21-Mar-2022 21:48,Chennai,Bike,D0385,C02798,2.7,5,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX001599,21-Mar-2022 21:58,Mumbai,Bike,D0107,C02836,1.8,3,30.50,UPI,Completed,24.65,Diploma,4.5,16.94
RX001600,22-Mar-2022 00:14,Bangalore,Auto,D0179,C01118,3.5,10,68.00,UPI,Completed,55.31,Graduate,3.5,19.43
RX001601,22-Mar-2022 05:33,Delhi,Mini,D0004,C00682,9,26,183.00,UPI,Completed,147.20,Graduate,4.0,20.33
RX001602,22-Mar-2022 06:44,Pune,Auto,D0299,C04833,3,9,63.00,Wallet,Completed,49.60,Graduate,4.5,21.00
RX001603,22-Mar-2022 09:53,Pune,Mini,D0314,C05910,3.4,9,109.66,Card,Completed,89.40,Diploma,4.0,32.25
RX001604,22-Mar-2022 10:20,Hyderabad,Bike,D0264,C00401,15.9,37,118.00,UPI,Completed,92.68,High School,4.5,7.42
RX001605,22-Mar-2022 10:49,Delhi,Auto,D0103,C04963,6.6,18,100.80,Wallet,Completed,81.92,High School,3.5,15.27
RX001606,22-Mar-2022 14:36,Mumbai,Bike,D0176,C00647,8.5,17,71.00,UPI,Completed,56.93,High School,4.5,8.35
RX001607,22-Mar-2022 19:48,Delhi,Sedan,D0165,C05596,5.6,14,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX001608,22-Mar-2022 21:57,Chennai,Auto,D0233,C00826,5.4,13,86.20,Wallet,Completed,69.73,Post Graduate,4.5,15.96
RX001609,23-Mar-2022 08:10,Pune,Auto,D0065,C01307,6.1,14,102.30,UPI,Completed,83.03,Diploma,5.0,16.77
RX001610,23-Mar-2022 09:05,Hyderabad,Mini,D0071,C00831,6.8,19,182.63,Cash,Completed,147.90,High School,5.0,26.86
RX001611,23-Mar-2022 11:11,Delhi,Bike,D0111,C01468,4,8,44.00,UPI,Completed,35.23,Diploma,4.0,11.00
RX001612,23-Mar-2022 11:26,Bangalore,Auto,D0066,C03902,5.3,12,84.40,UPI,Completed,68.93,Diploma,5.0,15.92
RX001613,23-Mar-2022 11:49,Pune,Bike,D0080,C00225,7.2,16,0.00,UPI,No Show,0.00,Graduate,,0.00
